Seq,username,userID,gender,totalSpent,monthsSinceLastPurchase,totalNumberOfPurchases,monthsSinceFirstPurchase,firstName,lastName,userPass
825,user825,6930,1,60,14,4,28,Alex,David,user825David6930
826,user826,6940,1,65,12,2,14,Carlos,Alexander,user826Alexander6940
827,user827,6947,1,87,22,2,30,Bryan,Nicholas,user827Nicholas6947
828,user828,6951,1,257,34,9,66,Ian,Ryan,user828Ryan6951
829,user829,6965,1,270,16,2,22,Owen,Tyler,user829Tyler6965
830,user830,6966,1,334,4,11,38,Jesus,James,user830James6966
831,user831,6971,1,334,4,10,46,Landon,John,user831John6971
832,user832,6977,1,214,16,7,36,Julian,Jonathan,user832Jonathan6977
833,user833,6978,1,149,14,3,24,Chase,Noah,user833Noah6978
834,user834,6987,1,202,12,2,16,Cole,Brandon,user834Brandon6987
835,user835,6990,1,49,2,1,2,Diego,Christian,user835Christian6990
836,user836,7009,1,179,10,1,10,Jeremiah,Dylan,user836Dylan7009
837,user837,7010,1,250,14,3,30,Steven,Samuel,user837Samuel7010
838,user838,7012,1,100,16,2,20,Jacob,Benjamin,user838Benjamin7012
839,user839,7027,1,116,10,2,18,Michael,Nathan,user839Nathan7027
840,user840,7038,1,154,14,1,14,Joshua,Zachary,user840Zachary7038
841,user841,7044,0,160,12,8,40,Matthew,Logan,user841Logan7044
842,user842,7052,0,201,10,1,10,Daniel,Justin,user842Justin7052
843,user843,7059,1,110,6,3,20,Christopher,Gabriel,user843Gabriel7059
844,user844,7064,1,61,14,1,14,Andrew,Jose,user844Jose7064
845,user845,7076,1,271,30,6,46,Ethan,Austin,user845Austin7076
846,user846,7078,1,388,12,8,54,Joseph,Kevin,user846Kevin7078
847,user847,7079,1,345,20,11,84,William,Elijah,user847Elijah7079
848,user848,7090,1,403,24,9,64,Anthony,Caleb,user848Caleb7090
849,user849,7094,1,157,12,6,38,David,Robert,user849Robert7094
850,user850,7098,1,176,8,1,8,Alexander,Thomas,user850Thomas7098
851,user851,7103,1,247,34,1,34,Nicholas,Jordan,user851Jordan7103
852,user852,7105,1,59,22,1,22,Ryan,Cameron,user852Cameron7105
853,user853,7107,1,202,8,11,32,Tyler,Jack,user853Jack7107
854,user854,7116,0,272,20,7,40,James,Hunter,user854Hunter7116
855,user855,7120,0,311,28,8,60,John,Jackson,user855Jackson7120
856,user856,7122,0,364,10,5,24,Jonathan,Angel,user856Angel7122
857,user857,7150,1,301,12,1,12,Noah,Isaiah,user857Isaiah7150
858,user858,7157,1,68,14,1,14,Brandon,Evan,user858Evan7157
859,user859,7164,0,254,24,1,24,Christian,Isaac,user859Isaac7164
860,user860,7182,1,296,16,3,32,Dylan,Luke,user860Luke7182
861,user861,7189,1,145,4,1,4,Samuel,Mason,user861Mason7189
862,user862,7201,1,248,36,1,36,Benjamin,Jayden,user862Jayden7201
863,user863,7207,0,140,22,2,28,Nathan,Jason,user863Jason7207
864,user864,7211,1,336,2,10,24,Zachary,Gavin,user864Gavin7211
865,user865,7225,1,121,10,2,16,Logan,Aaron,user865Aaron7225
866,user866,7230,1,161,4,1,4,Justin,Connor,user866Connor7230
867,user867,7236,1,97,28,2,34,Gabriel,Aiden,user867Aiden7236
868,user868,7244,1,302,16,1,16,Jose,Aidan,user868Aidan7244
869,user869,7246,1,146,32,2,38,Austin,Kyle,user869Kyle7246
870,user870,7248,0,384,10,11,34,Kevin,Juan,user870Juan7248
871,user871,7265,1,431,8,10,60,Elijah,Charles,user871Charles7265
872,user872,7267,0,359,2,4,14,Caleb,Luis,user872Luis7267
873,user873,7272,1,160,12,3,22,Robert,Adam,user873Adam7272
874,user874,7299,1,115,14,1,14,Thomas,Lucas,user874Lucas7299
875,user875,7301,1,186,2,10,36,Jordan,Brian,user875Brian7301
876,user876,7320,1,455,6,11,50,Cameron,Eric,user876Eric7320
877,user877,7324,1,310,10,2,14,Jack,Adrian,user877Adrian7324
878,user878,7326,1,233,16,2,20,Hunter,Nathaniel,user878Nathaniel7326
879,user879,7329,0,292,16,2,22,Jackson,Sean,user879Sean7329
880,user880,7331,0,121,8,1,8,Angel,Alex,user880Alex7331
881,user881,7332,1,246,22,2,24,Isaiah,Carlos,user881Carlos7332
882,user882,7333,1,233,2,2,8,Evan,Bryan,user882Bryan7333
883,user883,7375,1,330,34,8,76,Isaac,Ian,user883Ian7375
884,user884,7378,0,292,14,2,22,Luke,Owen,user884Owen7378
885,user885,7381,0,239,16,1,16,Mason,Jesus,user885Jesus7381
886,user886,7392,0,145,8,3,16,Jayden,Landon,user886Landon7392
887,user887,7393,0,176,10,2,18,Jason,Julian,user887Julian7393
888,user888,7408,1,264,2,1,2,Gavin,Chase,user888Chase7408
889,user889,7415,1,139,2,9,44,Aaron,Cole,user889Cole7415
890,user890,7437,1,239,12,2,14,Connor,Diego,user890Diego7437
891,user891,7440,1,136,8,2,12,Aiden,Jeremiah,user891Jeremiah7440
892,user892,7441,1,29,10,1,10,Aidan,Steven,user892Steven7441
893,user893,7448,0,294,12,4,28,Kyle,Jacob,user893Jacob7448
894,user894,7455,1,233,16,2,18,Juan,Michael,user894Michael7455
895,user895,7462,1,208,10,10,58,Charles,Joshua,user895Joshua7462
896,user896,7468,0,228,16,1,16,Luis,Matthew,user896Matthew7468
897,user897,7473,0,69,32,2,38,Adam,Daniel,user897Daniel7473
898,user898,7474,1,332,4,11,36,Lucas,Christopher,user898Christopher7474
899,user899,7483,1,251,14,2,20,Brian,Andrew,user899Andrew7483
900,user900,7493,0,244,14,10,58,Eric,Ethan,user900Ethan7493
901,user901,7499,1,19,6,1,6,Adrian,Joseph,user901Joseph7499
902,user902,7533,1,276,22,10,50,Nathaniel,William,user902William7533
903,user903,7545,1,17,16,1,16,Sean,Anthony,user903Anthony7545
904,user904,7556,0,26,14,1,14,Alex,David,user904David7556
905,user905,7559,1,207,16,1,16,Carlos,Alexander,user905Alexander7559
906,user906,7563,1,275,16,4,32,Bryan,Nicholas,user906Nicholas7563
907,user907,7575,1,302,6,12,40,Ian,Ryan,user907Ryan7575
908,user908,7577,1,85,14,1,14,Owen,Tyler,user908Tyler7577
909,user909,7583,1,77,10,2,14,Jesus,James,user909James7583
910,user910,7586,1,100,4,1,4,Landon,John,user910John7586
911,user911,7588,1,300,10,3,18,Julian,Jonathan,user911Jonathan7588
912,user912,7601,0,244,8,2,12,Chase,Noah,user912Noah7601
913,user913,7612,0,277,14,1,14,Cole,Brandon,user913Brandon7612
914,user914,7614,1,151,4,1,4,Diego,Christian,user914Christian7614
915,user915,7615,1,302,12,11,72,Jeremiah,Jesus,user915Jesus7615
916,user916,7635,1,284,2,1,2,Steven,Landon,user916Landon7635
917,user917,7636,1,199,10,9,62,Sebastian,Julian,user917Julian7636
918,user918,7653,1,60,32,2,40,Xavier,Chase,user918Chase7653
919,user919,7661,0,171,2,2,8,Timothy,Cole,user919Cole7661
920,user920,7662,0,305,2,2,10,Carter,Diego,user920Diego7662
921,user921,7666,1,400,14,9,56,Wyatt,Jeremiah,user921Jeremiah7666
922,user922,7679,0,229,16,2,22,Brayden,Steven,user922Steven7679
923,user923,7680,0,280,24,1,24,Blake,Sebastian,user923Sebastian7680
924,user924,7699,1,319,16,5,32,Hayden,Xavier,user924Xavier7699
925,user925,7707,1,292,12,1,12,Devin,Timothy,user925Timothy7707
926,user926,7708,0,451,14,11,80,Cody,Carter,user926Carter7708
927,user927,7713,1,129,14,2,20,Richard,Wyatt,user927Wyatt7713
928,user928,7714,1,238,2,10,40,Seth,Brayden,user928Brayden7714
929,user929,7721,0,42,6,2,10,Dominic,Blake,user929Blake7721
930,user930,7726,0,151,16,2,22,Jaden,Hayden,user930Hayden7726
931,user931,7730,1,67,30,2,36,Antonio,Devin,user931Devin7730
932,user932,7733,1,158,2,2,8,Miguel,Cody,user932Cody7733
933,user933,7739,0,173,6,3,22,Liam,Richard,user933Richard7739
934,user934,7740,1,259,4,2,8,Patrick,Seth,user934Seth7740
935,user935,7742,1,335,4,4,26,Carson,Dominic,user935Dominic7742
936,user936,7745,1,41,18,2,20,Jesse,Jaden,user936Jaden7745
937,user937,7746,1,84,6,2,12,Tristan,Antonio,user937Antonio7746
938,user938,7760,1,279,12,1,12,Alejandro,Miguel,user938Miguel7760
939,user939,7761,1,368,6,9,42,Henry,Liam,user939Liam7761
940,user940,7766,1,242,34,3,42,Victor,Patrick,user940Patrick7766
941,user941,7771,1,18,24,1,24,Trevor,Carson,user941Carson7771
942,user942,7776,1,400,2,12,62,Bryce,Jesse,user942Jesse7776
943,user943,7780,0,400,10,7,32,Jake,Tristan,user943Tristan7780
944,user944,7784,0,215,2,6,16,Riley,Alejandro,user944Alejandro7784
945,user945,7806,1,214,6,3,20,Colin,Henry,user945Henry7806
946,user946,7810,1,250,4,2,12,Jared,Victor,user946Victor7810
947,user947,7817,1,66,2,2,6,Jeremy,Trevor,user947Trevor7817
948,user948,7821,1,70,8,4,22,Mark,Bryce,user948Bryce7821
949,user949,7824,0,138,34,2,36,Caden,Jake,user949Jake7824
950,user950,7836,0,33,4,2,8,Garrett,Riley,user950Riley7836
951,user951,7857,1,246,12,9,44,Parker,Colin,user951Colin7857
952,user952,7859,1,351,2,8,44,Marcus,Jared,user952Jared7859
953,user953,7865,1,198,12,6,34,Vincent,Jeremy,user953Jeremy7865
954,user954,7874,1,69,22,1,22,Kaleb,Mark,user954Mark7874
955,user955,7884,0,414,2,9,24,Kaden,Caden,user955Caden7884
956,user956,7899,1,67,14,1,14,Brady,Garrett,user956Garrett7899
957,user957,7907,0,78,4,1,4,Colton,Parker,user957Parker7907
958,user958,7914,0,279,20,6,44,Kenneth,Marcus,user958Marcus7914
959,user959,7921,1,190,6,6,42,Joel,Vincent,user959Vincent7921
960,user960,7933,1,248,28,1,28,Oscar,Kaleb,user960Kaleb7933
961,user961,7940,0,425,12,10,64,Josiah,Kaden,user961Kaden7940
962,user962,7942,1,84,24,1,24,Jorge,Brady,user962Brady7942
963,user963,7943,1,302,2,1,2,Ashton,Colton,user963Colton7943
964,user964,7949,1,347,4,4,14,Cooper,Kenneth,user964Kenneth7949
965,user965,7953,0,225,14,4,34,Tanner,Joel,user965Joel7953
966,user966,7958,0,271,2,6,34,Eduardo,Oscar,user966Oscar7958
967,user967,7960,1,128,30,1,30,Paul,Jacob,user967Jacob7960
968,user968,7971,1,182,16,5,42,Edward,Michael,user968Michael7971
969,user969,7973,1,299,12,7,38,Ivan,Joshua,user969Joshua7973
970,user970,7981,1,277,14,11,68,Preston,Matthew,user970Matthew7981
971,user971,7992,1,197,16,12,60,Maxwell,Daniel,user971Daniel7992
972,user972,8001,1,167,14,3,24,Alan,Christopher,user972Christopher8001
973,user973,8005,1,231,12,2,14,Levi,Andrew,user973Andrew8005
974,user974,8008,0,322,24,3,36,Stephen,Ethan,user974Ethan8008
975,user975,8016,0,196,18,2,22,Grant,Joseph,user975Joseph8016
976,user976,8019,1,136,10,2,12,Nicolas,William,user976William8019
977,user977,8022,1,197,2,1,2,Dakota,Anthony,user977Anthony8022
978,user978,8026,1,252,32,5,60,Omar,David,user978David8026
979,user979,8032,0,269,16,1,16,Alexis,Alexander,user979Alexander8032
980,user980,8048,1,120,2,3,20,George,Nicholas,user980Nicholas8048
981,user981,8060,0,230,14,1,14,Eli,Ryan,user981Ryan8060
982,user982,8076,1,36,8,2,14,Collin,Tyler,user982Tyler8076
983,user983,8090,0,180,8,2,12,Spencer,James,user983James8090
984,user984,8095,0,223,22,4,44,Gage,John,user984John8095
985,user985,8097,1,251,16,12,82,Max,Jonathan,user985Jonathan8097
986,user986,8099,0,272,10,9,60,Ricardo,Noah,user986Noah8099
987,user987,8106,1,314,10,1,10,Cristian,Brandon,user987Brandon8106
988,user988,8123,1,226,28,1,28,Derek,Christian,user988Christian8123
989,user989,8142,1,158,14,5,38,Micah,Dylan,user989Dylan8142
990,user990,8152,0,107,30,1,30,Brody,Samuel,user990Samuel8152
991,user991,8159,0,108,14,5,42,Francisco,Benjamin,user991Benjamin8159
992,user992,8167,1,69,20,1,20,Nolan,Nathan,user992Nathan8167
993,user993,8177,0,209,4,2,8,Ayden,Zachary,user993Zachary8177
994,user994,8199,1,226,4,2,8,Dalton,Logan,user994Logan8199
995,user995,8201,1,37,6,2,8,Shane,Justin,user995Justin8201
996,user996,8234,0,305,10,1,10,Peter,Gabriel,user996Gabriel8234
997,user997,8235,1,226,32,7,58,Damian,Jose,user997Jose8235
998,user998,8242,0,178,14,7,38,Jeffrey,Austin,user998Austin8242
999,user999,8245,0,303,10,2,16,Brendan,Kevin,user999Kevin8245
1000,user1000,8251,1,135,32,2,34,Travis,Elijah,user1000Elijah8251
1001,user1001,8254,0,238,8,2,12,Fernando,Caleb,user1001Caleb8254
1002,user1002,8275,1,231,6,10,44,Peyton,Robert,user1002Robert8275
1003,user1003,8290,0,131,14,1,14,Conner,Thomas,user1003Thomas8290
1004,user1004,8291,1,217,16,11,82,Andres,Jordan,user1004Jordan8291
1005,user1005,8294,1,303,12,2,20,Javier,Cameron,user1005Cameron8294
1006,user1006,8303,1,42,14,1,14,Giovanni,Jack,user1006Jack8303
1007,user1007,8324,1,382,2,11,30,Shawn,Hunter,user1007Hunter8324
1008,user1008,8339,0,301,4,2,6,Braden,Jackson,user1008Jackson8339
1009,user1009,8345,1,67,14,1,14,Jonah,Angel,user1009Angel8345
1010,user1010,8356,1,284,6,9,50,Bradley,Isaiah,user1010Isaiah8356
1011,user1011,8361,1,200,10,1,10,Cesar,Evan,user1011Evan8361
1012,user1012,8363,1,344,14,9,60,Emmanuel,Isaac,user1012Isaac8363
1013,user1013,8366,1,252,8,1,8,Manuel,Luke,user1013Luke8366
1014,user1014,8373,1,275,16,2,24,Edgar,Mason,user1014Mason8373
1015,user1015,8382,1,282,2,1,2,Mario,Jayden,user1015Jayden8382
1016,user1016,8389,1,126,2,4,18,Erik,Jason,user1016Jason8389
1017,user1017,8399,1,182,6,1,6,Edwin,Gavin,user1017Gavin8399
1018,user1018,8404,0,282,16,1,16,Johnathan,Aaron,user1018Aaron8404
1019,user1019,8413,1,140,8,1,8,Devon,Connor,user1019Connor8413
1020,user1020,8418,1,366,34,6,56,Erick,Aiden,user1020Aiden8418
1021,user1021,8423,1,103,22,2,26,Wesley,Aidan,user1021Aidan8423
1022,user1022,8438,0,344,12,3,22,Oliver,Kyle,user1022Kyle8438
1023,user1023,8447,1,282,10,1,10,Trenton,Juan,user1023Juan8447
1024,user1024,8465,1,320,8,9,30,Hector,Charles,user1024Charles8465
1025,user1025,8476,1,87,8,2,10,Malachi,Luis,user1025Luis8476
1026,user1026,8485,1,351,8,4,20,Jalen,Adam,user1026Adam8485
1027,user1027,8486,1,258,12,1,12,Raymond,Lucas,user1027Lucas8486
1028,user1028,8507,1,134,26,2,28,Gregory,Brian,user1028Brian8507
1029,user1029,8511,1,216,8,2,14,Abraham,Eric,user1029Eric8511
1030,user1030,8524,1,355,14,8,30,Elias,Adrian,user1030Adrian8524
1031,user1031,8528,0,455,12,11,66,Leonardo,Nathaniel,user1031Nathaniel8528
1032,user1032,8540,0,262,10,2,12,Sergio,Sean,user1032Sean8540
1033,user1033,8541,1,153,12,7,46,Donovan,Alex,user1033Alex8541
1034,user1034,8544,1,246,10,1,10,Colby,Carlos,user1034Carlos8544
1035,user1035,8546,0,249,14,1,14,Marco,Bryan,user1035Bryan8546
1036,user1036,8549,1,322,14,2,22,Bryson,Ian,user1036Ian8549
1037,user1037,8551,1,177,8,1,8,Martin,Owen,user1037Owen8551
1038,user1038,8554,0,257,10,1,10,Manuel,Jesus,user1038Jesus8554
1039,user1039,8556,1,190,12,1,12,Edgar,Landon,user1039Landon8556
1040,user1040,8568,1,281,6,2,12,Mario,Julian,user1040Julian8568
1041,user1041,8569,1,323,26,2,34,Erik,Chase,user1041Chase8569
1042,user1042,8590,1,100,14,2,22,Edwin,Cole,user1042Cole8590
1043,user1043,8599,0,322,6,7,34,Johnathan,Diego,user1043Diego8599
1044,user1044,8606,1,169,12,1,12,Jacob,Jeremiah,user1044Jeremiah8606
1045,user1045,8626,0,287,20,2,24,Michael,Steven,user1045Steven8626
1046,user1046,8653,0,372,14,6,40,Joshua,Sebastian,user1046Sebastian8653
1047,user1047,8658,0,384,34,7,50,Matthew,Xavier,user1047Xavier8658
1048,user1048,8667,0,315,14,6,44,Daniel,Timothy,user1048Timothy8667
1049,user1049,8673,1,183,12,11,62,Christopher,Carter,user1049Carter8673
1050,user1050,8676,1,67,30,1,30,Andrew,Wyatt,user1050Wyatt8676
1051,user1051,8678,1,127,16,2,22,Ethan,Brayden,user1051Brayden8678
1052,user1052,8720,0,348,6,4,22,Joseph,Blake,user1052Blake8720
1053,user1053,8722,1,227,26,6,38,William,Hayden,user1053Hayden8722
1054,user1054,8723,1,82,32,1,32,Anthony,Devin,user1054Devin8723
1055,user1055,8730,1,201,2,2,4,David,Cody,user1055Cody8730
1056,user1056,8738,1,128,2,2,6,Alexander,Richard,user1056Richard8738
1057,user1057,8744,1,221,14,2,22,Nicholas,Seth,user1057Seth8744
1058,user1058,8774,1,192,18,4,36,Ryan,Dominic,user1058Dominic8774
1059,user1059,8784,0,30,12,2,14,Tyler,Jaden,user1059Jaden8784
1060,user1060,8818,0,326,2,4,18,James,Antonio,user1060Antonio8818
1061,user1061,8843,1,116,2,6,28,John,Miguel,user1061Miguel8843
1062,user1062,8900,1,341,12,7,44,Jonathan,Liam,user1062Liam8900
1063,user1063,8901,1,246,8,7,36,Noah,Patrick,user1063Patrick8901
1064,user1064,8903,1,280,10,1,10,Brandon,Carson,user1064Carson8903
1065,user1065,8907,1,294,6,2,10,Christian,Jesse,user1065Jesse8907
1066,user1066,8925,1,220,2,1,2,Dylan,Tristan,user1066Tristan8925
1067,user1067,8927,1,293,12,2,16,Samuel,Alejandro,user1067Alejandro8927
1068,user1068,8953,0,72,8,1,8,Benjamin,Henry,user1068Henry8953
1069,user1069,8955,0,35,10,2,12,Nathan,Victor,user1069Victor8955
1070,user1070,8956,0,82,8,1,8,Zachary,Trevor,user1070Trevor8956
1071,user1071,8958,1,305,8,2,16,Logan,Bryce,user1071Bryce8958
1072,user1072,8968,1,300,18,2,24,Justin,Jake,user1072Jake8968
1073,user1073,8976,1,324,2,3,18,Gabriel,Riley,user1073Riley8976
1074,user1074,8995,1,238,6,1,6,Jose,Colin,user1074Colin8995
1075,user1075,9013,0,104,14,2,16,Austin,Jared,user1075Jared9013
1076,user1076,9019,1,364,32,6,50,Kevin,Jeremy,user1076Jeremy9019
1077,user1077,9021,0,91,16,1,16,Elijah,Mark,user1077Mark9021
1078,user1078,9022,0,81,6,1,6,Caleb,Caden,user1078Caden9022
1079,user1079,9026,1,222,12,1,12,Robert,Garrett,user1079Garrett9026
1080,user1080,9037,1,108,22,7,60,Thomas,Parker,user1080Parker9037
1081,user1081,9055,1,400,14,7,38,Jordan,Marcus,user1081Marcus9055
1082,user1082,9068,1,377,4,11,48,Cameron,Vincent,user1082Vincent9068
1083,user1083,9085,1,100,14,5,42,Jack,Kaleb,user1083Kaleb9085
1084,user1084,9088,1,393,2,7,26,Hunter,Kaden,user1084Kaden9088
1085,user1085,9103,1,349,14,5,30,Jackson,Brady,user1085Brady9103
1086,user1086,9132,1,183,6,3,18,Angel,Colton,user1086Colton9132
1087,user1087,9136,1,30,10,2,18,Isaiah,Kenneth,user1087Kenneth9136
1088,user1088,9137,0,234,12,2,18,Evan,Joel,user1088Joel9137
1089,user1089,9145,1,252,8,1,8,Isaac,Oscar,user1089Oscar9145
1090,user1090,9147,1,256,16,2,20,Luke,Josiah,user1090Josiah9147
1091,user1091,9153,1,199,12,2,18,Mason,Jorge,user1091Jorge9153
1092,user1092,9155,1,231,32,10,72,Jayden,Ashton,user1092Ashton9155
1093,user1093,9162,1,321,2,7,34,Jason,Cooper,user1093Cooper9162
1094,user1094,9172,1,260,14,2,16,Gavin,Tanner,user1094Tanner9172
1095,user1095,9182,0,296,4,4,16,Aaron,Eduardo,user1095Eduardo9182
1096,user1096,9203,1,53,6,1,6,Connor,Paul,user1096Paul9203
1097,user1097,9208,1,350,20,5,38,Aiden,Edward,user1097Edward9208
1098,user1098,9212,1,302,16,1,16,Aidan,Ivan,user1098Ivan9212
1099,user1099,9219,1,67,4,4,14,Kyle,Preston,user1099Preston9219
1100,user1100,9229,1,310,32,12,99,Juan,Maxwell,user1100Maxwell9229
1101,user1101,9230,0,219,14,5,40,Charles,Alan,user1101Alan9230
1102,user1102,9234,1,221,8,1,8,Luis,Levi,user1102Levi9234
1103,user1103,9246,0,64,10,2,16,Adam,Stephen,user1103Stephen9246
1104,user1104,9254,0,245,14,2,20,Lucas,Grant,user1104Grant9254
1105,user1105,9256,1,311,24,12,70,Brian,Nicolas,user1105Nicolas9256
1106,user1106,9260,1,163,10,1,10,Eric,Dakota,user1106Dakota9260
1107,user1107,9264,0,341,14,5,34,Adrian,Omar,user1107Omar9264
1108,user1108,9273,1,267,28,2,36,Nathaniel,Alexis,user1108Alexis9273
1109,user1109,9283,1,227,24,2,30,Sean,George,user1109George9283
1110,user1110,9296,1,275,6,4,28,Alex,Eli,user1110Eli9296
1111,user1111,9299,1,192,8,1,8,Carlos,Collin,user1111Collin9299
1112,user1112,9304,1,317,2,2,6,Bryan,Spencer,user1112Spencer9304
1113,user1113,9326,0,227,10,1,10,Ian,Gage,user1113Gage9326
1114,user1114,9357,1,215,10,8,42,Owen,Max,user1114Max9357
1115,user1115,9363,1,133,16,3,22,Jesus,Ricardo,user1115Ricardo9363
1116,user1116,9370,1,75,10,2,16,Landon,Cristian,user1116Cristian9370
1117,user1117,9380,0,193,10,6,28,Julian,Derek,user1117Derek9380
1118,user1118,9400,0,250,6,1,6,Chase,Micah,user1118Micah9400
1119,user1119,9414,0,116,6,5,28,Cole,Brody,user1119Brody9414
1120,user1120,9423,1,193,8,6,20,Diego,Francisco,user1120Francisco9423
1121,user1121,9440,0,135,8,1,8,Jeremiah,Nolan,user1121Nolan9440
1122,user1122,9461,1,241,10,1,10,Steven,Ayden,user1122Ayden9461
1123,user1123,9464,0,264,10,12,58,Sebastian,Dalton,user1123Dalton9464
1124,user1124,9477,0,258,2,4,16,Xavier,Shane,user1124Shane9477
1125,user1125,9484,0,254,12,9,64,Timothy,Peter,user1125Peter9484
1126,user1126,9503,1,136,14,6,46,Carter,Damian,user1126Damian9503
1127,user1127,9507,1,116,4,2,8,Wyatt,Jeffrey,user1127Jeffrey9507
1128,user1128,9532,0,306,14,1,14,Brayden,Brendan,user1128Brendan9532
1129,user1129,9535,1,123,32,2,40,Blake,Travis,user1129Travis9535
1130,user1130,9536,0,63,20,1,20,Hayden,Fernando,user1130Fernando9536
1131,user1131,9548,1,183,12,2,16,Devin,Peyton,user1131Peyton9548
1132,user1132,9551,1,228,16,9,46,Cody,Conner,user1132Conner9551
1133,user1133,9564,0,167,12,2,16,Richard,Anthony,user1133Anthony9564
1134,user1134,9565,1,258,6,2,10,Seth,David,user1134David9565
1135,user1135,9571,0,321,4,2,12,Dominic,Alexander,user1135Alexander9571
1136,user1136,9586,0,258,20,1,20,Jaden,Nicholas,user1136Nicholas9586
1137,user1137,9590,1,189,12,2,18,Antonio,Ryan,user1137Ryan9590
1138,user1138,9595,1,162,12,2,16,Miguel,Tyler,user1138Tyler9595
1139,user1139,9611,1,454,30,11,64,Liam,James,user1139James9611
1140,user1140,9618,0,331,8,11,64,Patrick,John,user1140John9618
1141,user1141,9633,1,217,14,4,28,Carson,Jonathan,user1141Jonathan9633
1142,user1142,9634,0,215,14,1,14,Jesse,Noah,user1142Noah9634
1143,user1143,9639,1,139,10,1,10,Tristan,Brandon,user1143Brandon9639
1144,user1144,9642,1,208,8,4,28,Alejandro,Christian,user1144Christian9642
1145,user1145,9650,1,50,8,2,12,Henry,Dylan,user1145Dylan9650
1146,user1146,9657,1,26,8,1,8,Victor,Samuel,user1146Samuel9657
1147,user1147,9659,1,265,14,1,14,Trevor,Benjamin,user1147Benjamin9659
1148,user1148,9676,0,263,16,1,16,Bryce,Nathan,user1148Nathan9676
1149,user1149,9683,1,178,12,2,14,Jake,Zachary,user1149Zachary9683
1150,user1150,9687,1,304,16,1,16,Riley,Logan,user1150Logan9687
1151,user1151,9688,1,293,16,1,16,Colin,Justin,user1151Justin9688
1152,user1152,9700,1,38,4,1,4,Jared,Gabriel,user1152Gabriel9700
1153,user1153,9703,0,20,10,1,10,Jeremy,Jose,user1153Jose9703
1154,user1154,9709,0,190,16,2,20,Mark,Austin,user1154Austin9709
1155,user1155,9712,1,63,2,2,4,Caden,Kevin,user1155Kevin9712
1156,user1156,9713,0,129,14,2,22,Garrett,Elijah,user1156Elijah9713
1157,user1157,9720,1,302,14,1,14,Parker,Caleb,user1157Caleb9720
1158,user1158,9727,1,421,14,12,50,Marcus,Robert,user1158Robert9727
1159,user1159,9732,1,396,28,7,50,Vincent,Thomas,user1159Thomas9732
1160,user1160,9736,0,199,32,2,34,Kaleb,Jordan,user1160Jordan9736
1161,user1161,9737,1,270,10,1,10,Kaden,Cameron,user1161Cameron9737
1162,user1162,9739,1,185,14,5,42,Brady,Jack,user1162Jack9739
1163,user1163,9764,1,143,8,2,14,Colton,Hunter,user1163Hunter9764
1164,user1164,9771,1,174,20,2,24,Kenneth,Jackson,user1164Jackson9771
1165,user1165,9774,1,397,8,11,70,Joel,Angel,user1165Angel9774
1166,user1166,9781,1,169,28,4,42,Oscar,Isaiah,user1166Isaiah9781
1167,user1167,9798,1,71,4,1,4,Josiah,Evan,user1167Evan9798
1168,user1168,9809,0,251,8,6,36,Jorge,Isaac,user1168Isaac9809
1169,user1169,9810,0,131,12,1,12,Ashton,Luke,user1169Luke9810
1170,user1170,9814,0,102,6,1,6,Cooper,Mason,user1170Mason9814
1171,user1171,9817,1,85,24,2,32,Tanner,Jayden,user1171Jayden9817
1172,user1172,9828,0,290,8,2,10,Eduardo,Jason,user1172Jason9828
1173,user1173,9832,1,127,2,2,4,Paul,Gavin,user1173Gavin9832
1174,user1174,9834,1,153,16,10,36,Edward,Aaron,user1174Aaron9834
1175,user1175,9835,1,64,2,2,6,Ivan,Connor,user1175Connor9835
1176,user1176,9836,1,240,8,1,8,Preston,Aiden,user1176Aiden9836
1177,user1177,9839,0,303,12,1,12,Maxwell,Aidan,user1177Aidan9839
1178,user1178,9850,1,226,12,10,44,Alan,Kyle,user1178Kyle9850
1179,user1179,9856,0,227,16,1,16,Levi,Juan,user1179Juan9856
1180,user1180,9883,1,243,26,9,56,Stephen,Charles,user1180Charles9883
1181,user1181,9888,1,108,2,2,4,Grant,Luis,user1181Luis9888
1182,user1182,9894,0,224,12,2,16,Nicolas,Adam,user1182Adam9894
1183,user1183,9899,1,234,14,1,14,Dakota,Lucas,user1183Lucas9899
1184,user1184,9923,1,269,24,1,24,Omar,Brian,user1184Brian9923
1185,user1185,9925,1,76,14,1,14,Alexis,Eric,user1185Eric9925
1186,user1186,9933,1,309,34,2,40,George,Adrian,user1186Adrian9933
1187,user1187,9934,1,88,10,1,10,Eli,Nathaniel,user1187Nathaniel9934
1188,user1188,9953,0,142,16,8,34,Collin,Sean,user1188Sean9953
1189,user1189,9961,1,316,10,2,14,Spencer,Alex,user1189Alex9961
1190,user1190,9967,1,213,16,7,54,Gage,Carlos,user1190Carlos9967
1191,user1191,9969,1,76,6,2,12,Max,Bryan,user1191Bryan9969
1192,user1192,9980,1,129,22,1,22,Ricardo,Ian,user1192Ian9980
1193,user1193,9985,1,331,14,8,30,Cristian,Owen,user1193Owen9985
1194,user1194,9997,1,199,14,5,34,Derek,Jesus,user1194Jesus9997
1195,user1195,10002,1,365,12,6,46,Micah,Landon,user1195Landon10002
1196,user1196,10012,1,80,18,2,24,Brody,Julian,user1196Julian10012
